"정류장번호","위치명(정류장명)","설치년도","주소","좌표정보(위도)","좌표정보(경도)","데이터기준일자"
"10178","다대푸르지오","-","부산 사하구 다대동 285-4","35.0606066835","128.9745594801","2021-01-13"
"10185","다대수협","-","부산 사하구 다대동 820-1","35.0561915932","128.9720270241","2021-01-13"
"10186","다대회센터","-","부산 사하구 다대동 680-3","35.0550797335","128.9716981312","2021-01-13"
"10190","다대자유아파트","-","사하구 다대동 604-2","35.0516162554","128.9709118356","2021-01-13"
"10201","대동중고등학교","-","사하구 구평동 113-12","35.0850483395","128.9838346587","2021-01-13"
"10221","롯데캐슬상가앞","-","사하구 다대동 206","35.05598","128.9629","2021-01-13"
"10224","을숙도","-","사하구 하단2동 1150-3","35.10777","128.9469","2021-01-13"
"10225","배고개","-","사하구 신평동 산 16-1","35.0947704791","128.9766934496","2021-01-13"
"10226","장림시장교차로","-","사하구 장림1동 1118-9","35.0828075646","128.9658715297","2021-01-13"
"10227","장림1동행정복지센터","-","사하구 장림로 156","35.0824826954","128.9659542884","2021-01-13"
"9123","대우마리나아파트","-","해운대구 우동 1388-4","35.1600101719","129.1465216242","2021-01-13"
"9131","부산문화여고","-","해운대구 우동 977-3","35.1627518184","129.1449499686","2021-01-13"
"9136","센텀시티역 벡스코","-","해운대구 우동 1524","35.1675193551","129.1337731573","2021-01-13"
"9150","유창맨션","-","부산 해운대구 재송동 516-2","35.1803728702","129.1267964850","2021-01-13"
"9166","재송농협","-","해운대구 해운대로161번길 41","35.1853680288","129.1250302550","2021-01-13"
"9169","동부지청","-","부산 해운대구 재송동 1142","35.1886669395","129.1284158715","2021-01-13"
"9170","동부지청","-","해운대구 재송동 1058-18","35.1893018371","129.1264291135","2021-01-13"
"9172","재송그린아파트","-","해운대구 재송동 1034-19","35.1919348920","129.1280085763","2021-01-13"
"9178","반여2동","-","해운대구 반여2동 1291-826","35.1956299711","129.1305530618","2021-01-13"
"9179","반여2동","-","해운대구 재반로 208","35.1957727379","129.1309509003","2021-01-13"
"9181","수협장산지점","-","해운대구 반여동 1291-244","35.1980354965","129.1309618273","2021-01-13"
"9182","반여3동","-","해운대구 반여3동 1608-8","35.1997024809","129.1316294036","2021-01-13"
"9183","반여3동","-","해운대구 반여동 1609-4","35.1998526719","129.1312677448","2021-01-13"
"9186","센텀파미르아파트","-","해운대구 반여동 1291-1215","35.1945002523","129.1258760989","2021-01-13"
"9187","더샵센텀그린","-","해운대구 반여동 1291-1221","35.1944660820","129.1250969916","2021-01-13"
"9190","센텀피오레아파트","-","해운대구 반여동 산158-10","35.19294","129.1186","2021-01-13"
"9199","장산중학교","-","해운대구 반여동 1411-22","35.1984026013","129.1182359968","2021-01-13"
"9200","반여1동주민센터/장산초등학교","-","해운대구 반여동 1441-85","35.2006566766","129.1194279821","2021-01-13"
"9202","삼어교입구","-","해운대구 반여동 1214-3","35.2039269469","129.1200959732","2021-01-13"
"9203","삼어교입구","-","해운대구 반여동 1217-5","35.2041323643","129.1198412189","2021-01-13"
"9205","강변자동차매매단지","-","해운대구 반여동 1030-4","35.2064246555","129.1218387974","2021-01-13"
"9208","반석초등학교","-","해운대구 반여동 796-2","35.2097396646","129.1248502255","2021-01-13"
"9209","반석초등학교","-","해운대구 반여동 810-4","35.2106035584","129.1253703565","2021-01-13"
"9215","반여농산물도매시장","-","해운대구 석대동 529-2","35.2176939785","129.1230058089","2021-01-13"
"9216","석대화훼단지","-","해운대구 석대동 474-2","35.2191579456","129.1252765227","2021-01-13"
"9228","반송우체국","-","해운대구 반송동 257-248","35.2255844490","129.1475129833","2021-01-13"
"9238","반송본동","-","해운대구 반송동 363-28","35.2311457355","129.1513671328","2021-01-13"
"9239","반송(동부산대학역)","-","해운대구 반송동 385-54","35.2329682955","129.1541011490","2021-01-13"
"9246","송운초등학교","-","해운대구 반송동 219-13","35.2300232253","129.1561441022","2021-01-13"
"9253","스펀지","-","해운대구 우동 586-23","35.1652545431","129.1621888357","2021-01-13"
"9254","스펀지","-","해운대구 우동 568-1","35.16534","129.1616","2021-01-13"
"9259","센텀시티역 벡스코","-","해운대구 우동 1524","35.1675193551","129.1337731573","2021-01-13"
"9260","신촌입구","-","해운대구 반여동 1034-1","35.2065244472","129.1231573901","2021-01-13"
"9291","장산성당","-","해운대구 반여동 1011-1","35.2056479045","129.1246825382","2021-01-13"
"9299","센텀파크","-","해운대구 재송동 1197","35.1794241200","129.1231268131","2021-01-13"
"9300","센텀파크","-","해운대구 재송동 1200","35.1783811951","129.1220078250","2021-01-13"
"9313","신촌입구","-","해운대구 반여동 925","35.2074894454","129.1243765485","2021-01-13"
"9344","동해남부선 해운대역","-","해운대구 좌동 150-1","35.1817754563","129.1779068191","2021-01-13"
"9701","원동IC교차로","-","해운대구 반여동 산 158-9","35.1929366196","129.1188482095","2021-01-13"
"9702","원동IC교차로","-","해운대구 반여동 1476-100","35.1936224913","129.1171996090","2021-01-13"
"9703","동해선 재송역","-","해운대구 재송동 920-13","35.1905112216","129.1204106196","2021-01-13"
"9704","동해선 재송역","-","해운대구 재송동 920-14","35.1910502842","129.1201741279","2021-01-13"
"9705","해운대경찰서","-","해운대구 재송동 862-4","35.1856115543","129.1209069736","2021-01-13"
"9706","해운대경찰서","-","해운대구 재송동 1015-12","35.1873783255","129.1208822093","2021-01-13"
"9707","동부지청어귀 교차로","-","해운대구 재송동 338-1","35.1825669482","129.1224645024","2021-01-13"
"9708","동부지청어귀 교차로","-","해운대구 재송동 338-1","35.1825669482","129.1224645024","2021-01-13"
"9709","동해선 센텀역","-","해운대구 재송동 648-3","35.1796634000","129.1253903242","2021-01-13"
"9710","동해선 센텀역","-","해운대구 재송동 364-7","35.1808695844","129.1240450208","2021-01-13"
"9711","센텀고등학교","-","해운대구 재송동 93-4","35.1773934670","129.1278292368","2021-01-13"
"9712","센텀고등학교","-","해운대구 재송동 93-4","35.1773934670","129.1278292368","2021-01-13"
"9713","센텀센시빌","-","해운대구 우동 산155-5","35.1748132979","129.1313852008","2021-01-13"
"9714","센텀센시빌","-","해운대구 우동 산155-3","35.1755011322","129.1309915901","2021-01-13"
"9715","동해선 벡스코역","-","해운대구 우동 1214","35.1717923925","129.1338559764","2021-01-13"
"9716","동해선 벡스코역","-","해운대구 우동 1214","35.1717923925","129.1338559764","2021-01-13"
"9717","벡스코 시립미술관","-","해운대구 우동 1124-25","35.1702731263","129.1376277177","2021-01-13"
"9718","올림픽교차로 환승센터","-","해운대구 우2동 1124-3","35.1700427102","129.1373057291","2021-01-13"
"9719","올림픽교차로","-","해운대구 우2동 1083-10","35.1676","129.1405","2021-01-13"
"9720","올림픽교차로","-","해운대구 우2동 1087-2","35.1678","129.14","2021-01-13"
"9721","부산문화여고","-","해운대구 우1동 962-6","35.1632","129.1447","2021-01-13"
"9722","부산문화여고","-","해운대구 우1동 1180","35.16315","129.1443","2021-01-13"
"9723","동백역","-","해운대구 우1동 991-4","35.16177","129.1474","2021-01-13"
"9724","동백역","-","해운대구 우1동 1184","35.1618163858","129.1477131809","2021-01-13"
"9725","올림픽교차로 환승센터","-","해운대구 우2동 1135-23","35.1682894751","129.1378908516","2021-01-13"
"9727","운촌","-","해운대구 우동 829-75","35.1603564153","129.1515068315","2021-01-13"
"9728","운촌","-","해운대구 우동 829-8","35.1599942539","129.1512223048","2021-01-13"
"9729","해운대도시철도역","-","해운대구 우동 524-1","35.1639138104","129.1585782428","2021-01-13"
"9730","해운대도시철도역","-","해운대구 우동 539-10","35.1629774462","129.1584916007","2021-01-13"
"9731","해운대구청어귀삼거리","-","해운대구 우동 566-7","35.1654483390","129.1614086816","2021-01-13"
"10003","남성한빛가든","-","사하구 감천동 178-2","35.0841032682","129.0087221975","2021-01-13"
"10004","남성한빛가든","-","부산 사하구 감천동 53-26","35.0842995160","129.0090285005","2021-01-13"
"10005","감천사거리","-","사하구 감천동 37-3","35.0865089194","129.0062004833","2021-01-13"
"10009","부산천연가스발전소","-","사하구 감천1동 438-18","35.08826","129.0028","2021-01-13"
"10011","부일전자디자인고","-","부산 사하구 감천동 712-4","35.0899414918","128.9994065010","2021-01-13"
"10012","삼성여고","-","사하구 감천1동 648-11","35.0909719152","128.9978809949","2021-01-13"
"10013","삼성여고","-","사하구 감천1동 660-3","35.0908290621","128.9975210642","2021-01-13"
"10014","구평고개","-","부산 사하구 구평동 28-1","35.0880264443","128.9941130176","2021-01-13"
"10015","구평화신아파트","-","사하구 구평동 41-7","35.0861508975","128.9923101114","2021-01-13"
"10016","구평초등학교","-","사하구 구평동 63-19","35.0857759305","128.9904001362","2021-01-13"
"10017","YK스틸","-","사하구 구평동 107-7","35.0856456733","128.9858858184","2021-01-13"
"10018","YK스틸","-","사하구 구평동 125-36","35.0857537971","128.9866459098","2021-01-13"
"10020","구평화신아파트","-","사하구 구평동 28-6","35.0863789648","128.9934735241","2021-01-13"
"10021","구평고개","-","부산 사하구 구평동 28-20","35.08798","128.9942","2021-01-13"
"10025","감천삼거리","-","사하구 괴정3동 610-21","35.09347","128.993","2021-01-13"
"10026","감천삼거리","-","부산 사하구 괴정동 663","35.0962757489","128.9868609602","2021-01-13"
"8063","구룡사","-","북구 덕천동 678","35.2158497064","129.0053905833","2021-01-13"
"8064","덕천교차로(호포)","-","북구 덕천2동 333-1","35.2121855483","129.0048207006","2021-01-13"
"8065","덕천교차로","-","북구 덕천2동 332-5","35.2118314984","129.0043897956","2021-01-13"
"8067","구포시장","-","북구 구포1동 167-2","35.2096770265","129.0030867345","2021-01-13"
"8069","구포지하철역","-","북구 구포동 1060-93","35.2061000773","128.9967189246","2021-01-13"
"8070","구포지하철역","-","북구 구포동 1060-30","35.2061939208","128.9968153186","2021-01-13"
"8071","구포역","-","북구 구포동 169-1","35.20662","128.9971","2021-01-13"
"8072","구포역","-","북구 구포동 1060-263도","35.20514","128.9958","2021-01-13"
"8075","구포삼거리","-","북구 구포동 1074-2","35.2011092115","128.9923775961","2021-01-13"
"8079","북구청","-","부산 북구 구포동 1189","35.1980205289","128.9909106048","2021-01-13"
"8080","북구청","-","북구 구포2동 1123-8","35.1971961876","128.9910336422","2021-01-13"
"8083","구포현대아파트","-","사상구 모라동 1323-17","35.1945994991","128.9938786956","2021-01-13"
"8087","구 남 역","-","북구 구포2동 897-9","35.1967817580","128.9951648080","2021-01-13"
"8088","구남역","-","부산 북구 구포동 897-21","35.1969251882","128.9950248282","2021-01-13"
"8089","백양고입구","-","북구 구포동 917-1","35.1985473042","128.9958769272","2021-01-13"
"8090","백양고입구","-","북구 구포동 1172-2","35.1986216168","128.9965128737","2021-01-13"
"8093","구명역","-","북구 구포동 987-3","35.2028178952","128.9992980529","2021-01-13"
"8094","구명역","-","북구 구포동 986","35.2026737976","128.9997454360","2021-01-13"
"8095","구포초등학교","-","북구 구포동 723-5","35.2039785692","129.0009740765","2021-01-13"
"8098","구포시장입구","-","북구 구포동 710-57","35.2045791384","129.0029499650","2021-01-13"
"8111","태양탕","-","북구 구포동 1218-11","35.1994344060","129.0054082255","2021-01-13"
"8113","구포대진아파트","-","북구 구포동 1213-1","35.2023594911","129.0047398328","2021-01-13"
"8114","고려당제과점","-","북구 구포동 700-54","35.2046006861","129.0044899240","2021-01-13"
"8116","구포시장","-","북구 구포1동 625-1","35.2064576783","129.0046883041","2021-01-13"
"8117","덕천교차로","-","북구 구포동 602-26","35.2084568357","129.0049705648","2021-01-13"
"8118","덕천교차로","-","북구 구포동 127-1","35.2082506546","129.0066178662","2021-01-13"
"8119","덕천지하철역","-","북구 덕천2동 398-4","35.2110294772","129.0079388988","2021-01-13"
"8122","덕천지하철역","-","북구 덕천2동 401-14","35.2105196225","129.0080080336","2021-01-13"
"8124","숙등지하철역","-","북구 덕천1동 386-15","35.2118771827","129.0132778174","2021-01-13"
"8125","숙등역","-","북구 덕천동 379-25","35.2121983204","129.0126786391","2021-01-13"
"8127","구포전화국","-","북구 덕천1동 375-6","35.2133170662","129.0180228520","2021-01-13"
"8128","구포전화국","-","북구 덕천1동 390-5","35.2128718822","129.0182341866","2021-01-13"
"8130","남산정지하철역","-","북구 덕천1동 393-11","35.2131157462","129.0230104023","2021-01-13"
"8132","남산정역","-","북구 덕천동 372-1","35.2136718368","129.0224236726","2021-01-13"
"8133","이노비즈센터","-","북구 만덕 3동 763-6","35.21212","129.0261","2021-01-13"
"8134","이노비즈센터","-","북구 만덕 3동 757-71","35.2119792641","129.0267446332","2021-01-13"
"8146","만덕교차로","-","북구 만덕동 295-1","35.2124453314","129.0373455478","2021-01-13"
"8150","만덕삼성아파트","-","북구 만덕2동 295-14","35.2120925014","129.0365707373","2021-01-13"
"8152","만덕2동주민센터","-","북구 만덕동 318","35.2100876841","129.0375188549","2021-01-13"
"8153","만덕2동주민센터","-","북구 만덕2동 354-1","35.21042","129.038","2021-01-13"
"8161","동문굿모닝힐아파트","-","북구 만덕2동 282-5","35.2098618693","129.0353006127","2021-01-13"
"8162","동문굿모닝힐아파트","-","북구 만덕동 282-4","35.2097657350","129.0358888312","2021-01-13"
"8163","만덕그린코아","-","북구 만덕3동 920-9","35.2108468094","129.0303663106","2021-01-13"
"8164","만덕그린코아","-","북구 만덕3동 920-8","35.2108607390","129.0304814010","2021-01-13"
"8165","백산유치원","-","부산 북구 만덕동 935","35.2106467168","129.0277721924","2021-01-13"
"8167","한성아파트","-","북구 덕천동 772-12","35.2113916666","129.0221354166","2021-01-13"
"8171","청우파크맨션","-","북구 덕천동 810","35.2100222507","129.0169730585","2021-01-13"
"8172","청우파크맨션","-","덕천3동 207 덕천주공2단지아파트","35.20969","129.0161","2021-01-13"
"8173","덕천주공아파트","-","부산 북구 덕천동 250-3","35.2088566203","129.0122560870","2021-01-13"
"8174","덕천주공아파트","-","부산 북구 덕천동 241-64","35.2090939196","129.0132517950","2021-01-13"
"8175","덕천주공입구","-","북구 덕천동 341-14","35.2090973360","129.0115884027","2021-01-13"
"8181","벽산아파트","-","부산 북구 만덕동 761-1","35.2117086816","129.0248850790","2021-01-13"
"8182","벽산아파트","-","북구 만덕동 774-18","35.2110871771","129.0243447836","2021-01-13"
"8191","구포유림아파트","-","북구 구포동 1295","35.1980368051","129.0029142213","2021-01-13"
"8221","화명롯데마트(화명역)","-","북구 화명동 2277-2","35.2344067398","129.0126846923","2021-01-13"
"9003","브라보주유소","-","부산 해운대구 송정동 447","35.1941541020","129.2052049835","2021-01-13"
"9004","송정2휴먼시아","-","해운대구 송정동 111-17","35.1895950638","129.2034854686","2021-01-13"
"9005","송정2휴먼시아","-","해운대구 송정동 105-6","35.1899494401","129.2042695782","2021-01-13"
"9006","동해남부선송정역","-","부산 해운대구 송정동 451","35.1840371008","129.2012203585","2021-01-13"
"9008","송정해수욕장입구","-","해운대구 송정동 134-1","35.1848454136","129.2010866305","2021-01-13"
"9011","송정1단지주공","-","해운대구 송정동 158-17","35.1814657840","129.1997297302","2021-01-13"
"9012","송정1단지주공","-","해운대구 송정동 157-10","35.1812664197","129.1990074137","2021-01-13"
"9019","미포문텐로드입구","-","해운대구 중동 1516-3","35.1613021188","129.1725414631","2021-01-13"
"9021","미포문텐로드입구","-","해운대구 중동 1517-1","35.1602431726","129.1823050034","2021-01-13"
"9023","동백중학교","-","부산 해운대구 중동 1536","35.1629496749","129.1787805698","2021-01-13"
"9024","동백중학교","-","해운대구 중동 1795","35.1627446226","129.1758712057","2021-01-13"
"9026","현대아파트","-","해운대구 좌동 1337","35.1652119550","129.1774193951","2021-01-13"
"9032","영남아파트","-","해운대구 좌동 1327-5","35.1686690852","129.1825944031","2021-01-13"
"9034","영남아파트","-","해운대구 좌동 1328","35.1674431198","129.1835923103","2021-01-13"
"9037","한라아파트","-","해운대구 좌동 1323","35.1710610759","129.1816485879","2021-01-13"
"9038","부흥고등학교.해운대백병원","-","해운대구 좌동 1435","35.1734692884","129.1823927311","2021-01-13"
"9039","아세안문화원","-","해운대구 좌동 1429-1","35.1748698311","129.1811076860","2021-01-13"
"9043","부흥고등학교.해운대백병원","-","해운대구 좌동 1306","35.1737537354","129.1798238731","2021-01-13"
"9046","동신아파트","-","해운대구 좌동 1302","35.1770877153","129.1795460075","2021-01-13"
"9047","동부아파트","-","해운대구 좌동 1412","35.1780724985","129.1778121704","2021-01-13"
"9048","동부아파트","-","해운대구 좌동 1300","35.1765382750","129.1773082958","2021-01-13"
"9051","대동상가","-","해운대구 좌1동 5-1","35.17826","129.1744","2021-01-13"
"9052","대동상가","-","해운대구 좌1동 5-1","35.17787","129.1745","2021-01-13"
"9054","대림1차아파트","-","해운대구 좌동 1396","35.1785674600","129.1730296146","2021-01-13"
"9055","대림1차아파트","-","부산 해운대구 좌동 1288","35.1767643015","129.1728227931","2021-01-13"
"9064","대림3차아파트","-","해운대구 좌동 1278","35.1744608983","129.1687268459","2021-01-13"
"9065","대림3차아파트","-","해운대구 좌동 1378-3","35.1765586212","129.1688245093","2021-01-13"
"9071","신성아파트","-","해운대구 좌동 1271","35.1728222985","129.1683024863","2021-01-13"
"9085","중1동","-","해운대구 중동 1145-5","35.1620588467","129.1674702968","2021-01-13"
"9090","해운대구청","-","해운대구 중동 1378-18","35.1633936963","129.1645287198","2021-01-13"
"9107","해운대시장","-","해운대구 중동 1378-7","35.1625238143","129.1632433909","2021-01-13"
"7029","대연SK뷰아파트","-","남구 문현동 95-3","35.1417304594","129.0789841800","2021-01-13"
"7030","현대주유소","-","남구 문현동 142-8","35.1433069418","129.0759687408","2021-01-13"
"7032","문현현대아파트","-","남구 문현동 62-20","35.1443587270","129.0767181309","2021-01-13"
"7035","성동초등학교후문","-","남구 문현동 774-18","35.1431355953","129.0665270013","2021-01-13"
"7036","성동초등학교후문","-","남구 문현동 639-1","35.1426962349","129.0671580228","2021-01-13"
"7040","문현3동행정복지센터","-","남구 문현동 1235","35.1398127903","129.0710089438","2021-01-13"
"7044","문현교차로","-","남구 문현동 820-3","35.1349920635","129.0670176025","2021-01-13"
"7045","문현교차로","-","남구 문현4동 892-2","35.1347528970","129.0674399303","2021-01-13"
"7046","문현교차로","-","남구 문현동 405-5","35.1372603826","129.0700678618","2021-01-13"
"7047","문현교차로","-","남구 문현동 361-11","35.1372097226","129.0706065337","2021-01-13"
"7048","문현교차로","-","남구 문현동 359-1","35.1372022175","129.0716094614","2021-01-13"
"7050","문현교차로","-","남구 문현동 248-18","35.1364625033","129.0715854493","2021-01-13"
"7051","문현교차로","-","남구 문현동 247-9","35.1363476440","129.0721627478","2021-01-13"
"7052","지게골지하철역","-","남구 문현동 273-9","35.1346183195","129.0756943244","2021-01-13"
"7053","지게골지하철","-","남구 문현동 254-2도","35.13506","129.0757","2021-01-13"
"7058","대연고개","-","남구 대연동 1879","35.1344381547","129.0806754331","2021-01-13"
"7060","못골시장","-","남구 대연동 1757-1","35.1346313713","129.0875263073","2021-01-13"
"7061","못골시장(수영)","-","남구 대연동 1756-27도","35.13484","129.0888","2021-01-13"
"7062","못골시장","-","남구 대연동 1298-4","35.1351618602","129.0887457766","2021-01-13"
"7063","못골시장","-","남구 대연동 1298-2","35.1352360217","129.0886257957","2021-01-13"
"7064","대연동 부산은행","-","부산 남구 대연동 1756-27","35.1342618279","129.0944425364","2021-01-13"
"7074","우암뉴서울아파트","-","남구 우암1동 55-3","35.1250432887","129.0792625173","2021-01-13"
"7075","우암초등학교","-","남구 우암동 160-9","35.1247086836","129.0764042748","2021-01-13"
"7076","우암초등학교","-","부산 남구 우암동 227","35.1243432135","129.0785565553","2021-01-13"
"7077","우암2동새마을금고","-","남구 우암2동 184-38","35.12528","129.0703","2021-01-13"
"7081","남부중앙새마을금고","-","남구 우암동 184-19","35.1250216823","129.0723079966","2021-01-13"
"7083","우암자유아파트","-","부산 남구 우암동 224","35.1234292822","129.0799989195","2021-01-13"
"7084","우암자유아파트","-","남구 우암1동 52-73","35.1236661625","129.0800324748","2021-01-13"
"7096","동천초등학교","-","남구 감만동 19-17","35.1223379323","129.0838611485","2021-01-13"
"7097","부산외대우암동캠퍼스","-","부산 남구 감만동 15-3","35.1224895014","129.0835890498","2021-01-13"
"7098","남광시장","-","남구 감만2동 38-17","35.1233188945","129.0866909647","2021-01-13"
"7099","남광시장","-","부산 남구 감만동 33-3","35.1235106165","129.0867511370","2021-01-13"
"7103","시립박물관","-","남구 대연4동 1087-8","35.1289842875","129.0914898273","2021-01-13"
"7105","시립박물관","-","남구 대연동 1086-14","35.1288371450","129.0913792249","2021-01-13"
"7110","한신문화타운","-","남구 용당동 565-21","35.1234503413","129.0971259710","2021-01-13"
"7112","동명대학교 후문","-","남구 용당동 462-5","35.1208879442","129.0982109191","2021-01-13"
"7120","동명대학교 정문","-","남구 용당동 480-10","35.1222090209","129.0995127284","2021-01-13"
"7125","도로교통공단","-","남구 용소로 88","35.13052","129.1036","2021-01-13"
"7126","도로교통공단","-","남구 대연3동 604-4","35.1309552345","129.1030600133","2021-01-13"
"7127","남부운전면허시험장","-","남구 용호동 176-11","35.1276422504","129.1143446799","2021-01-13"
"7128","남부운전면허시험장","-","남구 용호동 179","35.1275533276","129.1061279258","2021-01-13"
"7130","용문중학교","-","남구 용호동 176-30","35.1284158682","129.1123727229","2021-01-13"
"7133","이기대입구","-","남구 용호동 84-5","35.1239563718","129.1128192187","2021-01-13"
"7136","용호사거리","-","부산 남구 용호동 371-39","35.1209097256","129.1124222246","2021-01-13"
"7137","용호사거리","-","남구 용호동 394-7","35.1188452491","129.1121181866","2021-01-13"
"7141","용호2동주민센터","-","남구 용호2동 495-17","35.1150595365","129.1111897900","2021-01-13"
"7156","청구APT","-","남구 대연3동 243-32","35.1520506680","129.0907032758","2021-01-13"
"7157","삼익그린아파트","-","남구 대연동 245-23","35.1522421925","129.0875566296","2021-01-13"
"7158","신원아파트","-","남구 대연3동 245-168","35.15233","129.0887","2021-01-13"
"7159","대우APT","-","남구 대연3동 245-118","35.1503247324","129.0893843880","2021-01-13"
"7160","장백아파트","-","남구 대연동 256-5","35.1493254684","129.0911841051","2021-01-13"
"7164","남구청","-","남구 대연동 1241-4","35.1344769744","129.0839270032","2021-01-13"
"7165","남구청","-","남구 대연동 1767-15","35.1350234556","129.0840255120","2021-01-13"
"7168","국제금융센터","-","남구 문현동 729-27","35.1453276951","129.0664834735","2021-01-13"
"7176","석포여중","-","남구 용당동 582-1","35.1247594847","129.0960150888","2021-01-13"
"7185","문현초등학교","-","남구 문현동 9-1","35.1452701646","129.0720295561","2021-01-13"
"7191","시립박물관.부산문화회관","-","남구 대연동 947-15","35.1290776319","129.0931865002","2021-01-13"
"7217","현대주유소","-","남구 문현동 100-15","35.1435328772","129.0761098631","2021-01-13"
"7231","대연고개","-","남구 대연동 1614-3","35.1342573403","129.0808877043","2021-01-13"
"8013","구포시장","-","북구 구포1동 169-1","35.20957","129.0032","2021-01-13"
"8014","금곡종합사회복지관","-","부산 북구 금곡동 813","35.2565028655","129.0134342541","2021-01-13"
"8022","금곡주공4단지","-","북구 금곡동 1028-3","35.2529072120","129.0136473081","2021-01-13"
"8024","수정지하철역","-","북구 덕천동 942-4","35.22285","129.0091","2021-01-13"
"8025","수정지하철역","-","북구 덕천동 942-6","35.22267","129.0088","2021-01-13"
"8026","금곡주공5단지","-","북구 금곡동 1425","35.2521054882","129.0134447795","2021-01-13"
"8028","금곡동주민센터","-","북구 금곡동 1113-1","35.2507040045","129.0126271650","2021-01-13"
"8029","금곡동주민센터","-","북구 금곡동 1114-1","35.2502145622","129.0127422768","2021-01-13"
"8030","율리지하철역","-","북구 금곡동 1221-1/2","35.24692","129.013","2021-01-13"
"8031","율리지하철역","-","북구 금곡동 1246-4","35.24695","129.0128","2021-01-13"
"8032","벽산아파트","-","북구 금곡동 1894","35.2440040945","129.0129341005","2021-01-13"
"8033","벽산아파트","-","부산 북구 화명동 188","35.2441709024","129.0139193846","2021-01-13"
"8034","북구보건소","-","북구 화명1동 1522-18","35.24055","129.0141","2021-01-13"
"8046","북구보건소 인도네시아센터","-","북구 화명1동 1525-11","35.23917","129.0143","2021-01-13"
"8047","화신중학교","-","북구 화명동 2264","35.2376292727","129.0125503640","2021-01-13"
"8048","화신중학교","-","부산 북구 화명동 1409-3","35.2375162071","129.0142543544","2021-01-13"
"8049","와석","-","북구 화명동 1187-2","35.23407","129.0137","2021-01-13"
"8050","와석","-","북구 화명동 2274-4","35.2346552286","129.0084686669","2021-01-13"
"8051","대림아파트(구포)","-","북구 화명동 1229-5","35.2318790547","129.0131516211","2021-01-13"
"8052","대림아파트","-","북구 화명동 1229-5","35.2318790547","129.0131516211","2021-01-13"
"8053","북부경찰서","-","북구 화명동 1133-12","35.2276995278","129.0120697924","2021-01-13"
"8054","북부경찰서","-","북구 화명동 1112-9","35.2279414027","129.0116685317","2021-01-13"
"8056","화명중학교","-","북구 화명동 965-5","35.22515","129.0098","2021-01-13"
"8057","화명주공후문","-","북구 화명동 898-11","35.2251350856","129.0102428288","2021-01-13"
"8059","수정강변타운후문","-","북구 덕천2동 5","35.21984","129.0074","2021-01-13"
"8060","수정강변타운","-","북구 덕천2동 561","35.22035","129.0077","2021-01-13"
"8061","낙동고등학교","-","북구 덕천동 444-22","35.2161982557","129.0089073733","2021-01-13"
"8062","구룡사","-","북구 덕천동 656-5","35.2158211646","129.0045405033","2021-01-13"
"6067","동래역","-","부산 동래구 온천동 514-2","35.2056146143","129.0784801664","2021-01-13"
"6070","동래전화국","-","동래구 명륜동 386","35.2041785845","129.0830640562","2021-01-13"
"6071","동래전화국","-","동래구 명륜동 458-2","35.20414","129.0826","2021-01-13"
"6072","동래전화국","-","동래구 명륜동 440","35.2038722500","129.0826313362","2021-01-13"
"6076","메가마트 동래점 (6716동일)","-","동래구 명륜동 506-13","35.2028710553","129.0809765847","2021-01-13"
"6079","동래지하철역","-","동래구 온천동 534-2","35.20391","129.0782","2021-01-13"
"6080","내성중학교","-","동래구 온천3동 1458-36","35.2028224440","129.0778106350","2021-01-13"
"6082","동래역(내성교차로)","-","동래구 온천동 527","35.2037107756","129.0783526956","2021-01-13"
"6083","동래역(내성교차로)","-","동래구 온천2동 531-2","35.20456","129.0784","2021-01-13"
"6084","동래럭키아파트","-","동래구 온천동 1443-6","35.2058516015","129.0736319693","2021-01-13"
"6085","동래럭키아파트","-","동래구 온천2동 1434-7","35.2059386114","129.0750960993","2021-01-13"
"6086","광혜병원","-","동래구 온천3동 1443-49","35.20642","129.0728","2021-01-13"
"6087","미남교차로","-","동래구 온천동 1428-30","35.2075241671","129.0711358943","2021-01-13"
"6089","뜨란채아파트","-","동래구 안락2동 1240","35.1943316503","129.1077473413","2021-01-13"
"6090","미남역","-","동래구 온천3동 1421-20","35.2056810414","129.0684639973","2021-01-13"
"6093","미남지하철역","-","동래구 온천동 1250-1","35.2036607144","129.0660227969","2021-01-13"
"6096","사직1치안센터","-","동래구 사직3동 58-23","35.2011380458","129.0653243058","2021-01-13"
"6097","사직1치안센터","-","동래구 사직동 56-18","35.2009139520","129.0645728392","2021-01-13"
"6100","안남초교","-","동래구 안락동 152-70","35.1920239285","129.1071659503","2021-01-13"
"6105","사직여고","-","동래구 사직동 1017","35.1966141878","129.0556129984","2021-01-13"
"6107","사직초등학교","-","부산 동래구 사직동 594-40","35.2004939710","129.0556006726","2021-01-13"
"6108","사직2동주민센터(삼익A후문방면)","-","동래구 사직동 1026","35.2002461661","129.0573343385","2021-01-13"
"6109","사직2동주민센터(사직초등학교방면)","-","동래구 사직동 1026","35.2002461661","129.0573343385","2021-01-13"
"6120","쌍용예가입구","-","동래구 사직동 79-3","35.1969009734","129.0580503822","2021-01-13"
"6123","사직사거리","-","동래구 사직1동 77-28","35.1971196623","129.0607583239","2021-01-13"
"6124","사직사거리","-","동래구 사직1동 77-33","35.1980901582","129.0614439677","2021-01-13"
