"정류장번호","위치명(정류장명)","설치년도","주소","좌표정보(위도)","좌표정보(경도)","데이터기준일자"
"4002","영도봉래시장","-","영도구 봉래동2가 48-3","35.0932535298","129.0430642510","2021-01-13"
"4003","해동병원","-","영도구 봉래동3가 33","35.0920248373","129.0437984572","2021-01-13"
"4004","해동병원","-","부산 영도구 영선동1가 62-1","35.0911658865","129.0440948673","2021-01-13"
"4008","영도우체국","-","영도구 대교동2가 100-7","35.0916382659","129.0416041953","2021-01-13"
"4009","영도우체국","-","영도구 대교동2가 125-15","35.0915150908","129.0410521483","2021-01-13"
"4010","대교동","-","영도구 대교동1가 157-2","35.0927283069","129.0387839376","2021-01-13"
"4011","영도경찰서","-","영도구 대교동1가 73-1","35.0930604005","129.0379366561","2021-01-13"
"4012","영도경찰서","-","영도구 대교동1가 79","35.0927396565","129.0376267150","2021-01-13"
"4013","영도경찰서","-","부산 영도구 대교동1가 190-1","35.0917788600","129.0371259717","2021-01-13"
"4016","남항동","-","영도구 남항동1가 82","35.0901783326","129.0383933911","2021-01-13"
"4017","대교사거리","-","영도구 대교동2가 151-3","35.0913983612","129.0395119547","2021-01-13"
"4019","남항동","-","영도구 남항동2가 244-17","35.0891378035","129.0385989370","2021-01-13"
"4022","남항시장","-","부산 영도구 영선동2가 88-4","35.0882603722","129.0425362076","2021-01-13"
"4025","영선아랫교차로","-","영도구 영선동3가 45-1","35.0860728877","129.0399231134","2021-01-13"
"4026","영선아랫교차로","-","영도구 영선동3가 25-10","35.0863183852","129.0403450728","2021-01-13"
"4028","영선위로터리","-","영도구 영선동3가 136-2","35.0855874911","129.0422739591","2021-01-13"
"4030","영선위로터리","-","영도구 신선3동 20-18","35.08532","129.0429","2021-01-13"
"4031","부산보건고","-","영도구 영선동4가 159-4","35.0830386460","129.0414370728","2021-01-13"
"4032","부산보건고","-","영도구 영선동 4가 200","35.0815514226","129.0419461756","2021-01-13"
"2060","대진아파트","-","서구 남부민1동 653-8","35.08736","129.0246","2021-01-13"
"2062","영락교회","-","서구 부민동1가 21-2","35.1033388523","129.0208815331","2021-01-13"
"2064","부산대학병원","-","서구 토성동3가 3-43","35.1014502860","129.0199337561","2021-01-13"
"2065","부산대학병원","-","서구 아미동1가 1","35.1016213596","129.0191315696","2021-01-13"
"2066","아미동입구","-","서구 아미동 50-1","35.1005499168","129.0180243870","2021-01-13"
"2082","토성동","-","서구 토성동5가 23-8","35.0979663456","129.0209817966","2021-01-13"
"2085","서구청","-","서구 토성동1가 51-1","35.0983403751","129.0244189479","2021-01-13"
"2087","충무동 해안시장","-","서구 충무동1가 12-2","35.0960969567","129.0252298025","2021-01-13"
"2089","충무동교차로","-","서구 충무동1가 14-117","35.0957489754","129.0245739438","2021-01-13"
"2090","충무동교차로","-","서구 충무동1가 26-3","35.0956000313","129.0240439524","2021-01-13"
"2091","충무동교차로","-","서구 충무동1가 9-18","35.09663","129.0238","2021-01-13"
"2092","충무동교차로","-","서구 토성동4가 28-6","35.0967535897","129.0230908933","2021-01-13"
"2093","충무동교차로","-","서구 충무동1가 17-3","35.0963619253","129.0234101604","2021-01-13"
"2103","남부민시장","-","서구남부민동 416-95","35.09314","129.0221","2021-01-13"
"2104","충무동새벽시장","-","서구 남부민동 687-3","35.0926726043","129.0236741211","2021-01-13"
"2105","충무동새벽시장","-","서구 남부민동 685","35.0926219786","129.0244337961","2021-01-13"
"2106","공동어시장","-","서구 남부민동 690-1","35.0900453294","129.0246065874","2021-01-13"
"2109","남부민초등학교","-","서구 남부민동 131","35.0879926303","129.0233218700","2021-01-13"
"2110","동천아파트","-","서구 남부민동 88-22","35.0900820617","129.0217742840","2021-01-13"
"2113","남부민경로당","-","서구 남부민동 94-96","35.0873904309","129.0218655999","2021-01-13"
"2114","천마우편취급국","-","서구 남부민동 251-1","35.0857901886","129.0223205454","2021-01-13"
"2117","등대시장","-","서구 남부민동 695","35.0886464814","129.0244255264","2021-01-13"
"2118","대림아파트","-","서구 남부민동 523-53","35.0823484144","129.0255099893","2021-01-13"
"2119","대림아파트","-","서구 남부민동 523-64","35.0827271496","129.0249238433","2021-01-13"
"2120","부산관광고교","-","서구 암남동 611-36","35.0821219619","129.0221031348","2021-01-13"
"2121","남부민2동주민센터","-","부산 서구 남부민동 443-2","35.0841790775","129.0204443141","2021-01-13"
"2122","남부민2동주민센터","-","서구 남부민2동 640-13","35.0835552525","129.0201919026","2021-01-13"
"2123","부산관광고교","-","남부민동 1 대동맨션","35.0824","129.0219","2021-01-13"
"2125","신익아파트","-","서구 암남동 산 28-2","35.0794504566","129.0204522171","2021-01-13"
"2126","암남동주민센터","-","서구 암남동 89-1","35.0798455192","129.0213018096","2021-01-13"
"2127","암남동주민센터","-","부산 서구 암남동 89-5","35.0797004767","129.0214665071","2021-01-13"
"2128","송도교차로","-","서구 암남동 261-1","35.0783898612","129.0183908791","2021-01-13"
"2129","송도입구","-","서구 암남동 78-1","35.0794981433","129.0182440990","2021-01-13"
"2130","고신의료원","-","서구 암남동 62-48","35.0815728428","129.0160234856","2021-01-13"
"2131","알로이시오기념병원","-","부산 서구 암남동 8-11","35.08212","129.0128","2021-01-13"
"2132","알로이시오기념병원","-","서구 암남동 10-18","35.0819413253","129.0125748415","2021-01-13"
"2133","고신의료원","-","서구 암남동 41-1","35.0805865610","129.0153098738","2021-01-13"
"2134","송도입구","-","서구 암남동 69-8","35.0791979067","129.0178954374","2021-01-13"
"2137","송도초등학교","-","서구 암남동 342-3","35.0782907207","129.0165341381","2021-01-13"
"2138","송도해수욕장","-","서구 암남동 354-4","35.0762931878","129.0163538639","2021-01-13"
"2141","송도공영주차장","-","서구 암남동 579","35.0738862681","129.0155544861","2021-01-13"
"2154","민들레맨션","-","서구 서대신동2가 470-2","35.1095499222","129.0094318734","2021-01-13"
"2162","동대신2동","-","서구 동대신동2가 79-86","35.1152373293","129.0239602449","2021-01-13"
"2163","동대신2동","-","서구 동대신2동 79-94","35.1149327051","129.0240589823","2021-01-13"
"2170","경남고등학교","-","서구 동대신동3가 37-3","35.1190071767","129.0179218025","2021-01-13"
"2181","동아대 부민캠퍼스","-","부산 서구 동대신동1가 332-3","35.1076187151","129.0218056387","2021-01-13"
"2189","남부민동","-","서구 남부민동 산 27-1","35.0828357702","129.0187626641","2021-01-13"
"3002","보림극장","-","동구 범일동 61-4","35.1407691580","129.0562529756","2021-01-13"
"3003","부산범천교회","-","동구 범일동 1306-9","35.1417954319","129.0545944360","2021-01-13"
"3004","아름빌아파트","-","동구 범일동 1486-3","35.1414183850","129.0523564512","2021-01-13"
"3005","아름빌아파트","-","동구 범일동 1486-5","35.1417407886","129.0521137528","2021-01-13"
"3006","서광교회","-","동구 범일동 1424-13","35.1401435326","129.0512855164","2021-01-13"
"3007","서광교회","-","동구 범일동 1454-7","35.1405044588","129.0510188805","2021-01-13"
"3008","범일초등학교","-","동구 범일동 1438-140","35.1407095996","129.0490785852","2021-01-13"
"3010","삼화약국","-","동구 범일동 1522-163","35.1435154811","129.0484972501","2021-01-13"
"3011","범일초등학교","-","동구 범일동 1622-24","35.1404437078","129.0488683027","2021-01-13"
"3012","범일초등학교","-","동구 범일4동 1445-48","35.1402290619","129.0487770215","2021-01-13"
"3013","범일초등학교","-","동구 범일동 1445-63","35.1399572466","129.0489222613","2021-01-13"
"3014","성북고개","-","동구 범일동 1433-2","35.1387824550","129.0480981099","2021-01-13"
"3015","보림극장","-","동구 범일동 62-781","35.1415785829","129.0567785476","2021-01-13"
"3016","성북고개","-","동구 좌천동 906-28","35.1382149438","129.0477063979","2021-01-13"
"3017","좌천동농심가슈퍼","-","동구 수정동 416-4","35.1366655086","129.0467927092","2021-01-13"
"3018","좌천동농심가슈퍼","-","동구 좌천동 913-38","35.1367773992","129.0473973376","2021-01-13"
"3019","수정삼거리","-","동구 수정동 430-12","35.1353317205","129.0457666352","2021-01-13"
"3020","수정삼거리","-","동구 수정동 430-17","35.1352679321","129.0455523301","2021-01-13"
"3021","수정삼거리","-","동구 수정동 432-1","35.1352058516","129.0452101575","2021-01-13"
"3022","수정삼거리","-","동구 수정동 447-17","35.1351991376","129.0444280464","2021-01-13"
"3023","수정5동","-","동구 수정동 452-4","35.1339005371","129.0446319715","2021-01-13"
"3025","수정성당입구","-","동구 수정동 462-8","35.1323445489","129.0459255399","2021-01-13"
"3027","수정초등학교","-","동구 좌천동 695-1","35.1312666903","129.0470867832","2021-01-13"
"3028","수성초등학교","-","동구 수정동 523-28","35.1338525834","129.0427630467","2021-01-13"
"3029","수성초등학교","-","동구 수정동 523-68","35.1338377549","129.0424987417","2021-01-13"
"3030","동여중","-","부산 동구 수정동 613-1","35.1321845740","129.0421505108","2021-01-13"
"3032","수정2동","-","부산 동구 수정동 777-16","35.1304167411","129.0406001495","2021-01-13"
"3033","수정2동","-","동구 수정동 1163-18","35.1295132763","129.0411215680","2021-01-13"
"3034","수정아파트","-","부산 동구 수정동 1172-18","35.1271007853","129.0408362664","2021-01-13"
"3035","수정아파트","-","동구 수정동 968-232","35.1273211737","129.0413680580","2021-01-13"
"3036","묘심사","-","동구 수정동 1174-11","35.1265691881","129.0393429694","2021-01-13"
"3037","부산서중학교","-","부산 동구 수정동 1048-35","35.1257926261","129.0366228721","2021-01-13"
"3040","초량6동","-","동구 초량동 754-355","35.1242084869","129.0348405166","2021-01-13"
"3041","초량6동","-","동구 초량6동 754-1178","35.12425","129.0346","2021-01-13"
"3042","부산컴퓨터 과학고교","-","동구 초량6동 794-663","35.1222461663","129.0337736163","2021-01-13"
"3043","부산컴퓨터 과학고교","-","동구 망양로580번길 4-8","35.1219778891","129.0336661469","2021-01-13"
"3044","금수사","-","동구 초량동 827-359","35.1197361594","129.0307632339","2021-01-13"
"3045","금수사","-","동구 초량6동 841-4","35.1195370927","129.0301016405","2021-01-13"
"3046","초량6동주민센터","-","동구 초량동 827-37","35.1202217654","129.0337204281","2021-01-13"
"1001","영주삼거리","-","부산 중구 영주동 2-50","35.1150993934","129.0331254360","2021-01-13"
"1002","영주삼거리","-","중구 영주동 2-310","35.1154541427","129.0328486611","2021-01-13"
"1003","시민아파트","-","중구 영주동 1-89","35.1151195811","129.0313145694","2021-01-13"
"1006","중앙공원","-","중구 영주2동 6","35.11434","129.0301","2021-01-13"
"1007","중앙공원","-","중구 영주동 산4-12","35.1140431963","129.0296219242","2021-01-13"
"1008","동아아파트","-","중구 영주2동 93-1","35.1140774636","129.0305833931","2021-01-13"
"1011","동주파크맨션","-","중구 영주동 193-11","35.1112981691","129.0297057218","2021-01-13"
"1012","동주파크맨션","-","중구 영주동 324-6","35.1111069332","129.0296200428","2021-01-13"
"1013","금호아파트","-","중구 영주동 274-11","35.1115062094","129.0307677602","2021-01-13"
"1014","금호아파트","-","중구 영주동 161","35.1113974258","129.0302037764","2021-01-13"
"1015","청운아파트","-","중구 영주동 373-6","35.1096651695","129.0304900149","2021-01-13"
"1016","청운아파트","-","중구 영주동 293-7","35.1094693849","129.0308855473","2021-01-13"
"1017","부산디지털고","-","부산 중구 영주동 292-10","35.1096419512","129.0317569610","2021-01-13"
"1018","부산디지털고","-","중구 영주동 291-8","35.1095007013","129.0321568054","2021-01-13"
"1019","부산디지털고","-","중구 대청동 2-61","35.1078458497","129.0302927681","2021-01-13"
"1020","부산디지털고","-","중구 대청동4가 2-7","35.1080785176","129.0310304391","2021-01-13"
"1021","중구청.메리놀병원","-","중구 동광동 12-186","35.1074653709","129.0329214981","2021-01-13"
"1022","중구청 메리놀병원","-","부산 중구 동광동5가 3-158","35.1078200026","129.0341554710","2021-01-13"
"1025","거북맨션","-","중구 영주동 534-297","35.1096033563","129.0337837294","2021-01-13"
"1028","영주동","-","중구 영주1동 60-26","35.11225","129.035","2021-01-13"
"1029","영주동","-","중구 영주동 56-3","35.1120129359","129.0354247245","2021-01-13"
"1039","중부경찰서","-","중구 대창동1가 27-1","35.1075922960","129.0359895237","2021-01-13"
"1041","중앙동(중앙역)","-","중구 중앙동 83-5","35.1068391524","129.0364956300","2021-01-13"
"1042","중앙동","-","중구 중앙동4가 53-11","35.1054567395","129.0358903372","2021-01-13"
"1048","백산기념관","-","중구 동광동3가 2-1","35.1026462718","129.0342038678","2021-01-13"
"1049","연안여객부두","-","중구 중앙동5가 41","35.1018578594","129.0368636003","2021-01-13"
"1050","연안여객부두","-","중구 중앙동5가 10-5","35.1014898198","129.0367939121","2021-01-13"
"1059","부산데파트","-","중구 중앙동6가 67-2","35.0999357850","129.0363357106","2021-01-13"
"1061","영도대교(롯데마트앞)","-","중구 남포동1가 33-9","35.0970900617","129.0359170059","2021-01-13"
"1062","영도대교(롯데마트앞)","-","중구 중앙동7가 20-1","35.0979951352","129.0361033326","2021-01-13"
"1063","영도대교","-","중구 남포동1가 45","35.0973983877","129.0354911189","2021-01-13"
"1064","영도대교","-","중구 남포동1가 34-4","35.0969860797","129.0357820735","2021-01-13"
"1074","남포동피프광장","-","중구 남포동5가 33","35.0982385531","129.0288966611","2021-01-13"
"1075","남포동","-","중구 남포동4가 15-3","35.0976940348","129.0317440494","2021-01-13"
"1076","신동아시장","-","중구 남포동5가 92","35.0968316156","129.0290809809","2021-01-13"
"1078","신동아시장","-","중구 남포동5가 92","35.0968316156","129.0290809809","2021-01-13"
"1080","서구청","-","서구 토성동1가 51-1","35.0983403751","129.0244189479","2021-01-13"
"1082","자갈치입구","-","중구 남포동5가 44","35.0976295705","129.0287170929","2021-01-13"
"1083","부평시장","-","중구 부평동2가 68-4","35.1011149965","129.0253041682","2021-01-13"
"1084","부평시장","-","중구 부평동2가 75-6","35.1019885235","129.0253462880","2021-01-13"
"1088","보수초등학교","-","부산 중구 보수동2가 74-12","35.1054729835","129.0238914532","2021-01-13"
"1089","보수초등학교","-","부산 중구 보수동1가 50-10","35.1054183684","129.0241992361","2021-01-13"
"1090","보수사거리","-","부산 중구 보수동2가 116-16","35.1032258442","129.0242401933","2021-01-13"
"1091","보수사거리","-","부산 중구 부평동3가 80","35.0995279413","129.0248183950","2021-01-13"
"1092","국제시장","-","중구 대청동3가 16","35.1028057990","129.0289828941","2021-01-13"
"1095","국제시장","-","중구 대청동2가 22-8","35.1027514250","129.0298943312","2021-01-13"
"1100","국제시장","-","중구 대청동3가 11-6","35.1031123320","129.0295938286","2021-01-13"
"1101","새들맨션","-","중구 대청동4가 34-4","35.1050196323","129.0308493610","2021-01-13"
"1102","새들맨션","-","중구 대청동4가 78-173","35.1049460540","129.0303947493","2021-01-13"
"1104","중구종합사회복지관","-","중구 보수동1가 41-502","35.1060522293","129.0271013151","2021-01-13"
"1105","보수아파트","-","중구 보수동1가 41-175","35.1073528492","129.0260802163","2021-01-13"
"1106","보수아파트","-","부산 중구 보수동1가 41-366","35.1075404563","129.0261459437","2021-01-13"
"1111","보수동책방골목","-","중구 부평동2가 2","35.1028097727","129.0263593361","2021-01-13"
"1112","보수동책방골목","-","중구 보수동 132-1","35.1031086757","129.0270177731","2021-01-13"
"2002","구덕초등학교","-","서구 서대신동3가 48-1","35.1195582021","129.0127339368","2021-01-13"
"2003","구덕초등학교","-","서구 서대신4동 46-12","35.11949","129.0128","2021-01-13"
"2006","동아대병원입구","-","서구 동대신동 3가 13-69","35.1175463641","129.0169967238","2021-01-13"
"2007","구덕운동장","-","서구 서대신동3가 210-1","35.1159935765","129.0152347853","2021-01-13"
"2009","동대신3동","-","서구 동대신동3가 94-1","35.1172506456","129.0181737220","2021-01-13"
"2010","동대신3동","-","서구 동대신동3가 80-1","35.1174011712","129.0185344340","2021-01-13"
"2012","동대고개","-","서구 망양로 145-4","35.1159866485","129.0222605061","2021-01-13"
"2013","대신여중","-","서구 망양로174번길 50-1","35.1132011896","129.0257198867","2021-01-13"
"2014","대신여중","-","서구 동대신동2가 102-32","35.1130165393","129.0261025628","2021-01-13"
"2016","락서암","-","서구 동대신동1가 16-8","35.1107424349","129.0247972437","2021-01-13"
"2017","혜광고교","-","부산 서구 동대신동1가 305-398","35.1092535712","129.0243730624","2021-01-13"
"2019","화랑초교","-","서구 동대신동1가 287-5","35.1099365403","129.0221944295","2021-01-13"
"2023","부산터널입구","-","서구 동대신동 1가 49","35.1116836574","129.0228742374","2021-01-13"
"2024","서여고","-","서구 동대신동2가 187-3","35.1125433777","129.0214432384","2021-01-13"
"2025","서여자고교","-","부산 서구 동대신동3가 440-24","35.1139960677","129.0200709379","2021-01-13"
"2026","동신초등학교입구","-","부산 서구 동대신동3가 390","35.1144019187","129.0193703883","2021-01-13"
"2032","구덕운동장","-","부산 서구 서대신동3가 249-1","35.1138490441","129.0139611989","2021-01-13"
"2033","부경고(앞)","-","부산 서구 서대신동3가 513-9","35.1132598467","129.0135387176","2021-01-13"
"2034","삼육부산병원","-","서구 서대신동3가 597-5","35.1127066828","129.0116843902","2021-01-13"
"2039","광민약국","-","서구 서대신동3가 702-15","35.1109652303","129.0096324486","2021-01-13"
"2040","서부경찰서","-","서구 서대신동2가 288-2","35.1099208841","129.0129319046","2021-01-13"
"2042","부경고(건너편)","-","부산 서구 동대신동3가 13-71","35.1170223195","129.0168349720","2021-01-13"
"2044","구덕운동장","-","서구 동대신동3가 350-11","35.1133404923","129.0162545250","2021-01-13"
"2048","서대시장","-","서구 서대신동2가 122-5","35.1098678412","129.0168428567","2021-01-13"
"2051","서대시장(동대신역)","-","부산 서구 서대신동1가 53","35.1098587496","129.0175947277","2021-01-13"
"2052","서부교회","-","서구 서대신동1가 53","35.1098587496","129.0175947277","2021-01-13"
"2053","서부교회","-","서구 동대신동1가 231-1","35.1086503499","129.0194565481","2021-01-13"
"2054","서부교회","-","서구 서대신동1가 1-1","35.1087317739","129.0187992498","2021-01-13"
"2056","동아대부민캠퍼스","-","서구 부용동2가 11","35.1064223675","129.0195162746","2021-01-13"
"2057","동아대학교병원","-","서구 동대신동3가 13-5","35.1193926662","129.0165326777","2021-01-13"
"2058","동아대 부민캠퍼스","-","서구 구덕로 236-1","35.1057264661","129.0202901982","2021-01-13"
"16040","산막입구","-","기장군 정관면 용수리 604-4","35.3300766023","129.1723100915","2021-01-13"
"16042","모전마을","-","기장군 정관읍 모전리 725","35.3362633473","129.1646306548","2021-01-13"
"16043","모전초등학교","-","기장군 정관읍 모전리 719","35.3394125278","129.1621823246","2021-01-13"
"16047","임랑삼거리","-","부산 기장군 장안읍 임랑리 164-6","35.3171598526","129.2603201099","2021-01-13"
"16048","임랑삼거리(월내방향)","-","장안읍 임랑리 94-8","35.3177979998","129.2617368811","2021-01-13"
"16049","광명사입구","-","기장군 정관읍 예림리 1033-1","35.3223341157","129.2260286626","2021-01-13"
"16051","내리","-","부산 기장군 기장읍 내리 799","35.2005015776","129.2069096499","2021-01-13"
"16054","이동","-","기장군 이천리 261-3","35.2718777658","129.2439788229","2021-01-13"
"16056","농업기술센터(반송방면)","-","기장읍 만화리 540-4","35.2528252401","129.1914425046","2021-01-13"
"16058","내리","-","부산 기장군 기장읍 내리 813","35.2032537545","129.2064673671","2021-01-13"
"16069","용궁사국립수산과학원","-","기장군 기장읍 시랑리 706","35.1954357166","129.2215639461","2021-01-13"
"16070","연서교회","-","기장군 기장읍 연화리 341-4","35.2149257622","129.2223100743","2021-01-13"
"16074","일광해수욕장입구","-","일광면 삼성리 672-35","35.2630572056","129.2323285757","2021-01-13"
"16075","칠암","-","기장군 일광면 칠암리 151-3","35.2985930934","129.2584052204","2021-01-13"
"16077","안평 고촌","-","기장군 철마면 고촌리 693","35.2368229272","129.1701138138","2021-01-13"
"16079","동암정문","-","기장군 기장읍 시랑리 706","35.1954357166","129.2215639461","2021-01-13"
"16080","동암후문","-","기장군 기장읍 시랑리 710","35.1980471661","129.2235127682","2021-01-13"
"16086","정관읍사무소","-","기장군 정관면 141","35.3561526355","129.1514999167","2021-01-13"
"16087","문중","-","기장군 일광면 칠암리 176-2","35.3019146009","129.2574528756","2021-01-13"
"16094","공수","-","기장군 시랑리 592-12","35.1842192631","129.2104758191","2021-01-13"
"16095","당사양경마을","-","기장읍 시랑리 465-24","35.1867909580","129.2117753074","2021-01-13"
"16097","동암정문","-","기장군 기장읍 시랑리 196-7","35.1964448803","129.2219619368","2021-01-13"
"16098","동암후문","-","기장군 기장읍 시랑리 706","35.1954357166","129.2215639461","2021-01-13"
"16099","강변마을","-","정관읍 달산리 1224","35.3218953177","129.1921639808","2021-01-13"
"16100","일광해수욕장입구","-","일광면 삼성리 100-36","35.2628676592","129.2319842128","2021-01-13"
"16103","추모공원","-","기장군 두명리 483","35.3478142165","129.1590266812","2021-01-13"
"16108","관음사입구","-","기장군 장안읍 임랑리 354-5","35.3210673131","129.2659156403","2021-01-13"
"16115","달산마을","-","기장군 정관읍 달산리 1221-6","35.3210028223","129.1898792485","2021-01-13"
"16116","대변(무양방면)","-","부산 기장군 장안읍 임랑리 164-6","35.3171598526","129.2603201099","2021-01-13"
"16118","신동아파밀리에 후문","-","정관읍 용수리 1346","35.3260598917","129.1781161746","2021-01-13"
"16135","정원초등학교","-","기장군 정관면 모전리 770","35.3315561823","129.1667820813","2021-01-13"
"16138","모전마을","-","부산 기장군 정관읍 모전리 787","35.3355016494","129.1648962505","2021-01-13"
"16139","장안고등학교","-","기장군 좌천리 439-1","35.3203979454","129.2376737968","2021-01-13"
"16143","새끝","-","기장군 문동리 70-2(문동방면)","35.3091382391","129.2596165523","2021-01-13"
"16145","서편마을","-","기장군 정관읍 예림리 831-3","35.3244250440","129.2031039156","2021-01-13"
"16152","연화리","-","기장읍 대변리 281-6","35.2203722017","129.2267772341","2021-01-13"
"16153","신암","-","기장읍 연화리 215-6","35.2180145681","129.2253877638","2021-01-13"
"16155","온정","-","기장군 일광면 동백리 305-2","35.2836989162","129.2564208467","2021-01-13"
"16159","웅천","-","기장군 철마면 웅천리 415-2","35.2899766264","129.1681998700","2021-01-13"
"16167","일광역","-","부산 기장군 일광면 삼성리 30-1","35.2655132187","129.2333862418","2021-01-13"
"16168","임랑해수욕장입구","-","장안읍 임랑리 168-16","35.3164517152","129.2604433175","2021-01-13"
"16172","정관읍사무소 기장소방서","-","기장군 정관읍 용수리 1314","35.3254038361","129.1789133275","2021-01-13"
"16173","기장구조대","-","기장군 정관읍 예림리 1042-26","35.3244841603","129.2128249351","2021-01-13"
"16175","좌천삼거리","-","기장군 장안읍 좌천리 247-6","35.3128434870","129.2438338266","2021-01-13"
"16176","철마면사무소(철마방향)","-","철마면 와여리 550-10","35.2744374354","129.1510094200","2021-01-13"
"16179","모전초등학교","-","부산 기장군 정관읍 모전리 786","35.3412242085","129.1623545538","2021-01-13"
"16180","평전마을","-","기장군 정관면 용수리 636-7","35.3289702924","129.1735282918","2021-01-13"
"16181","한국폴리텍동부산캠퍼스","-","기장군 정관읍 달산리 1038","35.3166913263","129.1785613099","2021-01-13"
"16186","신평","-","기장군 일광면 신평리 38-2","35.2955130384","129.2591425170","2021-01-13"
"16187","신평","-","기장군 일광면 신평리 62-5","35.2952995016","129.2589434665","2021-01-13"
"16193","임곡","-","정관읍 임곡리 454-5","35.3516968314","129.1355034787","2021-01-13"
"16194","임곡","-","정관읍 임곡리 454-5","35.3516968314","129.1355034787","2021-01-13"
"16195","월평교차로","-","기장군 월평리 121-141","35.3583716665","129.1414416133","2021-01-13"
"16196","월평교차로","-","기장군 월평리 141-55","35.3575566269","129.1416690113","2021-01-13"
"16198","월평교차로","-","기장군 정관읍 월평리 121-2","35.3584669761","129.1411382219","2021-01-13"
"16201","롯데캐슬(롯데1차)","-","정관읍 용수리 1380","35.3292897730","129.1678927473","2021-01-13"
"16202","롯데캐슬(롯데2차)","-","정관읍 용수리 1380","35.3292897730","129.1678927473","2021-01-13"
"16203","내리초등학교","-","기장군 기장읍 771","35.2056039855","129.2062448547","2021-01-13"
"16204","내리초등학교","-","기장군 기장읍 내리 303-5","35.2042978","129.2065646","2021-01-13"
"16205","화전교차로","-","기장군 일광면 화전리 559-1","35.2792155632","129.2321504806","2021-01-13"
"16206","화전리일광초등학교","-","기장군 일광면 화전지 109-1","35.279445","129.232079","2021-01-13"
"16207","한진해모로","-","기장군 정관읍 용수리 1331","35.3231219876","129.1728343592","2021-01-13"
"16208","한진해모로","-","기장군 정관면 용수리 1404","35.3222771522","129.1737133337","2021-01-13"
"16209","계룡리슈빌","-","기장군 정관읍 용수리 1406","35.3232726171","129.1724755525","2021-01-13"
"16210","계룡리슈빌","-","정관읍 용수리 1406","35.3232726171","129.1724755525","2021-01-13"
"16211","정관롯데캐슬","-","기장군 정관면 용수리 940","35.32761474","129.1693772","2021-01-13"
"16212","휴먼시아1차","-","기장군 정관면 용수리 1362","35.3276035782","129.1689987378","2021-01-13"
"16213","현진에버빌","-","부산 기장군 정관읍 모전리 796","35.3346887148","129.1689935839","2021-01-13"
"16214","현진에버빌","-","부산 기장군 정관읍 모전리 741-3","35.3344935173","129.1670959540","2021-01-13"
"16219","구연마을","-","부산 기장군 정관읍 매학리 775","35.3203749600","129.1841805911","2021-01-13"
"16220","구연마을","-","기장군 정관면 매학리 771-4","35.3199043499","129.1838490858","2021-01-13"
"16221","신동아파밀리에 정문","-","부산 기장군 정관읍 용수리 1347","35.3253565693","129.1773360912","2021-01-13"
"16222","신동아파밀리에","-","기장군 정관면 용수리 1347","35.3253565693","129.1773360912","2021-01-13"
"16223","솔마루공원","-","정관읍 모전리 787","35.3355016494","129.1648962505","2021-01-13"
"16224","솔마루공원","-","정관읍 모전리 787","35.3355016494","129.1648962505","2021-01-13"
"16234","횡계마을","-","기장군 이천리 645-5","35.2741034601","129.2302556503","2021-01-13"
"16235","고촌휴먼시아아파트","-","부산 기장군 철마면 고촌리 692","35.2388928912","129.1720281861","2021-01-13"
"16236","고촌휴먼시아아파트","-","부산 기장군 철마면 고촌리 692","35.2388928912","129.1720281861","2021-01-13"
"16237","원자력의학원","-","기장군 장안읍 좌동리 267-2","35.32103524","129.2423366","2021-01-13"
"16239","정관센트럴파크아파트","-","기장군 정관읍 매학리 759","35.3196117435","129.1835805333","2021-01-13"
"16240","정관센트럴파크아파트","-","기장군 정관읍 매학리 781","35.3193985137","129.1824794105","2021-01-13"
"16246","청광아시아드컨트리클럽","-","기장군 청광리 171-9","35.2956425632","129.2368300729","2021-01-13"
"16249","동원로얄듀크2차","-","정관읍 매학리 735","35.3196812363","129.1779563547","2021-01-13"
"16250","정관홈플러스","-","부산 기장군 정관읍 매학리 731","35.3235674454","129.1761228358","2021-01-13"
"16251","정관홈플러스","-","부산 기장군 정관읍 매학리 731","35.3235674454","129.1761228358","2021-01-13"
"16252","원자력의학원","-","장안읍 좌동리 267-1","35.3208420810","129.2422254947","2021-01-13"
"16255","소두방공원","-","기장군 정관읍 방곡리 247-8","35.3232023163","129.1846933882","2021-01-13"
"16256","서희스타힐스","-","기장군 정관읍 방곡리 405","35.3237447522","129.1889532099","2021-01-13"
"16257","서희스타힐스","-","정관읍 방곡리 404","35.3245978695","129.1879263894","2021-01-13"
"16258","이지더원1차아파트","-","기장군 정관읍 모전리 676","35.3413648663","129.1645793756","2021-01-13"
"16259","이지더원1차아파트","-","기장군 정관읍 모전리 723","35.3387137434","129.1639221578","2021-01-13"
